"cluster","name","avg_log2FC","p_val","p_val_adj","gene","COG_class","Func_anno","Func","time","Anno"
"Adhesive cells","SecY",-0.896447035765043,0.00237149781984928,0.0267272330913057,"COG0201","U","Preprotein translocase subunit SecY","","","1RH5"
"Adhesive cells","MltA",-0.892066010899458,0.0129299567989326,0.0736690454129923,"COG2821","M","Membrane-bound lytic murein transglycosylase","","","2AE0"
"Adhesive cells","MetF",-0.890047464906178,0.0235797586067853,0.102933768782438,"COG0685","E","5,10-methylenetetrahydrofolate reductase","","","1B5T"
"Adhesive cells","ElyC",-0.888621235928967,0.0184053652618074,0.0888986336025747,"COG1434","M","Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family","","24391520","3CA8"
"Adhesive cells","RpsU",-0.887219385924175,0.000930400540230564,0.0150811436404815,"COG0828","J","Ribosomal protein S21","Ribosome 30S subunit","","4V4H"
"Adhesive cells","RplD",-0.886577831209877,0.00149964417164559,0.0207665957808671,"COG0088","J","Ribosomal protein L4","Ribosome 50S subunit","","1VS6"
"Adhesive cells","RpmA",-0.886279744813252,0.0048437254934393,0.0403515139712413,"COG0211","J","Ribosomal protein L27","Ribosome 50S subunit","","1VS6"
"Adhesive cells","SecG",-0.88612402425019,0.00901027793815217,0.0588765349021131,"COG1314","U","Protein translocase subunit SecG","","","2AKH"
"Adhesive cells","EntD",-0.884018960635764,0.0464558340201101,0.156929158216559,"COG2977","Q","4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)","","","4QJK"
"Adhesive cells","PilP",-0.881232143862581,0.0231015012336151,0.102734136660237,"COG3168","NW","Type IV pilus assembly protein PilP","","","2IVW"
"Adhesive cells","MlaC",-0.880607612212651,0.012709476990378,0.0732107889445738,"COG2854","M","Periplasmic subunit MlaC of the ABC-type intermembrane phospholipid transporter Mla","","19383799","2QGU"
"Adhesive cells","AcrA",-0.879082603216177,0.00317573029883094,0.0316212002612167,"COG0845","MV","Multidrug efflux pump subunit AcrA (membrane-fusion protein)","","","1T5E"
"Adhesive cells","SleL",-0.87395870523723,0.0101631126953977,0.0635422562877081,"COG3858","D","Spore cortex hydrolase SleL/YaaH, N-acetylglucosaminidase of GH18 family","","","4S3J"
"Adhesive cells","YbeY",-0.871522160792098,0.0264789665511611,0.111179757145538,"COG0319","J","ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme","16S rRNA modification","17407324;23543739","1XM5"
"Adhesive cells","RpmH",-0.868837056542937,0.0388288694192082,0.140226538783358,"COG0230","J","Ribosomal protein L34","Ribosome 50S subunit","","6SPB"
"Adhesive cells","ThyA",-0.867880659316841,0.0097366797961295,0.0624521394285484,"COG0207","F","Thymidylate synthase","Thymidylate biosynthesis","","1AN5"
"Adhesive cells","GstA",-0.866185017192055,0.0172934393433281,0.0869290916297047,"COG0625","O","Glutathione S-transferase","","","1A0F"
"Adhesive cells","LemA",-0.865895736101976,0.0221433572273996,0.100220259659075,"COG1704","M","Magnetosome formation protein MamQ, lipoprotein antigen LemA family","","14638756;20212111;26884433","2ETD"
"Adhesive cells","RpsM",-0.861551593521351,0.0111525118792211,0.0675999504971408,"COG0099","J","Ribosomal protein S13","Ribosome 30S subunit","","4V4H"
"Adhesive cells","MurJ",-0.86129442613441,0.00696310970006755,0.0501900237759909,"COG0728","M","Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis)","","25013077","5T77"
"Adhesive cells","YggX",-0.86114264222425,0.0384241034204141,0.139727333246917,"COG2924","PO","Fe-S cluster biosynthesis and repair protein YggX","","24421039","1T07"
"Adhesive cells","TufA",-0.847269312588334,0.00183450635829068,0.0233899560682062,"COG0050","J","Translation elongation factor EF-Tu, a GTPase","Translation factors","","1EFU"
"Adhesive cells","Pth",-0.844255667268725,0.0213242513071163,0.0979978230399562,"COG0193","J","Peptidyl-tRNA hydrolase","Translation factors","11835511","1RYB"
"Adhesive cells","SecB",-0.843687502216957,0.00571236152988019,0.043913779260954,"COG1952","U","Preprotein translocase subunit SecB","","","1OZB"
"Adhesive cells","BamC",-0.843408061823672,0.0319828119965125,0.124768768441619,"COG3317","M","Outer membrane beta-barrel protein assembly factor BamC","","21823654;28760846","2LAE"
"Adhesive cells","RpoC",-0.839061275661909,0.00120443385587369,0.0184508298509417,"COG0086","K","DNA-directed RNA polymerase, beta' subunit/160 kD subunit","RNA polymerase","","1NT9"
"Adhesive cells","PilN",-0.836545811957367,0.0226388583832878,0.10162854139509,"COG3166","NW","Type IV pilus assembly protein PilN","","",""
"Adhesive cells","AccB",-0.829855362820183,0.0181705007959616,0.0881543321678784,"COG0511","I","Biotin carboxyl carrier protein","Fatty acid biosynthesis","","1A6X"
"Adhesive cells","HemYx",-0.829582726823393,0.00476288475406893,0.0399293641100808,"COG3071","S","Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)","","",""
"Adhesive cells","HemYx",-0.829582726823393,0.00476288475406893,0.0399293641100808,"COG3898","S","Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to HemY-type protoporphyrinogen oxidase)","","",""
"Adhesive cells","Lpd",-0.829224797612434,0.00366148435677795,0.0344872242793815,"COG1249","C","Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase","Glycine cleavagePyruvate oxidation","","6QKG"
"Adhesive cells","PilW",-0.827930960370076,0.000894045619590046,0.01467255145284,"COG4966","NW","Type IV pilus assembly protein PilW","","",""
"Adhesive cells","PilU",-0.827470313249396,0.0224572425030427,0.101202788952289,"COG5008","NW","Type IV pilus assembly protein, ATPase PilU","","",""
"Adhesive cells","RpsB",-0.825737362084199,0.000945936987049418,0.0152150326147718,"COG0052","J","Ribosomal protein S2","Ribosome 30S subunit","","4V4H"
"Adhesive cells","TerC",-0.818512367684478,0.0136566092594805,0.0749219650101272,"COG0861","P","Tellurite resistance membrane protein TerC","","",""
"Adhesive cells","RodZ",-0.818040309140336,0.00261417478647314,0.0278889769312007,"COG1426","D","Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains","","","3FYM"
"Adhesive cells","MreC",-0.816233154712318,0.00817298892331527,0.0551802319389623,"COG1792","DZ","Cell shape-determining protein MreC","","","2J5U"
"Adhesive cells","MinD",-0.811491453076826,0.0315276207130341,0.12362615253067,"COG2894","D","Septum site-determining ATPase MinD","","","4V02"
"Adhesive cells","LeuB",-0.81122182643296,0.0355715630036258,0.133551565689627,"COG0473","CE","Isocitrate/isopropylmalate dehydrogenase","TCA cycle","","1GC9"
"Adhesive cells","RplA",-0.809857533481677,0.000540417847534407,0.0109390288715958,"COG0081","J","Ribosomal protein L1","Ribosome 50S subunit","","3J65"
"Adhesive cells","Hfq",-0.804149251338759,0.0180137883514093,0.0881447784407277,"COG1923","T","sRNA-binding regulator protein Hfq","","","1HK9"
"Adhesive cells","Kch",-0.799690765481085,0.0123924793084392,0.0717802610358628,"COG1226","P","Voltage-gated potassium channel Kch","","","3FWZ"
"Adhesive cells","ApaH",-0.795533842508985,0.0131671188641315,0.0742126297634079,"COG0639","T","Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family","","","1AUI"
"Adhesive cells","YdeI",-0.793082747104456,0.0480388577418663,0.159951037481278,"COG3111","S","Predicted periplasmic protein YdeI with OB-fold, BOF family","","15178340","1NNX"
"Adhesive cells","YdeI",-0.793082747104456,0.0480388577418663,0.159951037481278,"COG4430","S","Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family","","",""
"Adhesive cells","Asd",-0.791616109695307,0.00296821104546676,0.0302757526637609,"COG0136","E","Aspartate-semialdehyde dehydrogenase","Lysine biosynthesis","","1BRM"
"Adhesive cells","ThrA",-0.787429346447341,0.00621919838754597,0.0464329422047629,"COG0460","E","Homoserine dehydrogenase","Methionine biosynthesis","29124164","5AVO"
"Adhesive cells","Apt",-0.785797803110041,0.0251667273496572,0.108056728723066,"COG0503","F","Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein","Purine salvage","","1QB7"
"Adhesive cells","RpsD",-0.782951050987136,0.00249273735279938,0.0272896010717461,"COG0522","J","Ribosomal protein S4 or related protein","Ribosome 30S subunit","","4V4H"
"Adhesive cells","RimM",-0.780576643643249,0.0303202223178256,0.120761114031568,"COG0806","J","Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing","16S rRNA modification","","2QGG"
"Adhesive cells","LpxA",-0.779159609601604,0.00783555336794436,0.0537184986635136,"COG1043","M","Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase","Lipid A biosynthesis","","1J2Z"
"Adhesive cells","CafA",-0.770520767228584,0.00281791451421036,0.0290259076315954,"COG1530","J","Ribonuclease G or E","","","1SLJ"
"Adhesive cells","ErfK",-0.764938674434808,0.0239123989445829,0.103951821607324,"COG1376","M","Lipoprotein-anchoring transpeptidase ErfK/SrfK","","","4LZH"
"Adhesive cells","PrfB",-0.763405891479972,0.0149569969186949,0.0781877013924778,"COG1186","J","Protein chain release factor PrfB","Translation factors","","1GQE"
"Adhesive cells","RpsL",-0.763338951335105,0.00477395553683414,0.0399293641100808,"COG0048","J","Ribosomal protein S12","Ribosome 30S subunit","","4V4H"
"Adhesive cells","UppS",-0.761242520852505,0.0226489240985709,0.10162854139509,"COG0020","I","Undecaprenyl pyrophosphate synthase","","","1X07"
"Adhesive cells","NqrF",-0.759160583587527,0.011282754040412,0.0681856609783279,"COG2871","C","Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF","Na+-translocating NADH dehydrogenase","","4P6V"
"Adhesive cells","VacB",-0.759021186184704,0.00545268703029191,0.0425431663445537,"COG0557","K","Exoribonuclease R","","","6H25"
"Adhesive cells","Upp",-0.758894627228728,0.00687385399098686,0.0498156260550937,"COG0035","F","Uracil phosphoribosyltransferase","Pyrimidine salvage","","2EHJ"
"Adhesive cells","RpsQ",-0.755967897464749,0.0234337413602216,0.102734136660237,"COG0186","J","Ribosomal protein S17","Ribosome 30S subunit","","4V4H"
"Adhesive cells","UgpQ",-0.754729607053938,0.0178244343496144,0.087696217000103,"COG0584","I","Glycerophosphoryl diester phosphodiesterase","","","1O1Z"
"Adhesive cells","ZnuB",-0.753196714191127,0.0224042917153675,0.101182233211303,"COG1108","P","ABC-type Mn2+/Zn2+ transport system, permease component","","",""
"Adhesive cells","RpsP",-0.751386029258044,0.0265632200267536,0.111201727063214,"COG0228","J","Ribosomal protein S16","Ribosome 30S subunit","","4V4H"
"Adhesive cells","NusA",-0.75086309542074,0.00436926523137606,0.0380672233283639,"COG0195","K","Transcription antitermination factor NusA, contains S1 and KH domains","","","1HH2"
"Adhesive cells","FusA",-0.744899384137363,0.00457042006745288,0.0388485705733495,"COG0480","J","Translation elongation factor EF-G, a GTPase","Translation factors","","1DAR"
"Adhesive cells","AtpG",-0.743745717688748,0.0114623216606826,0.0684791845499635,"COG0224","C","FoF1-type ATP synthase, gamma subunit","FoF1-type ATP synthase","15326535","3OAA"
"Adhesive cells","AtpH",-0.737758860726605,0.0452101056076846,0.154215874103864,"COG0712","C","FoF1-type ATP synthase, delta subunit","FoF1-type ATP synthase","","1ABV"
"Adhesive cells","OmpA",-0.735903386975482,0.00361950537844776,0.0342460893499288,"COG2885","M","Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins","","","1OAP"
"Adhesive cells","RibE",-0.73583872907626,0.0116540471923071,0.0693273585539108,"COG0054","H","6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)","Riboflavin/FAD biosynthesis","","1C2Y"
"Adhesive cells","AroGA",-0.730425955988062,0.0436248505836606,0.150597478643468,"COG2876","E","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase","Aromatic amino acid biosynthesis","","5J6F"
"Adhesive cells","RplY",-0.72640482861776,0.0111535068969457,0.0675999504971408,"COG1825","J","Ribosomal protein L25 (general stress protein Ctc)","Ribosome 50S subunit","","1B75"
"Adhesive cells","RpsJ",-0.726313718612082,0.0175573764198736,0.0869963841089,"COG0051","J","Ribosomal protein S10","Ribosome 30S subunit","","4V4H"
"Adhesive cells","RplX",-0.725979490807394,0.0269734617409876,0.111907754961121,"COG0198","J","Ribosomal protein L24","Ribosome 50S subunit","","1VS6"
"Adhesive cells","ApbE",-0.722589681068454,0.0145928618579195,0.0771066727844302,"COG1477","HO","FAD:protein FMN transferase ApbE","","23558683;30154099","1VRM"
"Adhesive cells","NhaC",-0.722065866610529,0.0233191537336574,0.102734136660237,"COG1757","C","Na+/H+ antiporter NhaC/MleN","","",""
"Adhesive cells","RplE",-0.721962432914338,0.00379886166586593,0.035304087748114,"COG0094","J","Ribosomal protein L5","Ribosome 50S subunit","","1VS6"
"Adhesive cells","RpsR",-0.713700749933906,0.0195421087797051,0.0921039741053701,"COG0238","J","Ribosomal protein S18","Ribosome 30S subunit","","4V4H"
"Adhesive cells","RpmC",-0.713690649688982,0.033921914001902,0.129435624412367,"COG0255","J","Ribosomal protein L29","Ribosome 50S subunit","","1VS6"
"Adhesive cells","YrbK",-0.713456488295292,0.0426164890991452,0.150018651020728,"COG3117","M","Lipopolysaccharide export system protein LptC","","","3MY2"
"Adhesive cells","FkpA",-0.712636381878662,0.0260991903090232,0.110472483676452,"COG0545","O","FKBP-type peptidyl-prolyl cis-trans isomerase","","","1A7X"
"Adhesive cells","AtpD",-0.712507350008615,0.0241508565808756,0.104770624710811,"COG0055","C","FoF1-type ATP synthase, beta subunit","FoF1-type ATP synthase","","3OAA"
"Adhesive cells","NPY1",-0.712427773539707,0.0454358364237459,0.154733442934939,"COG2816","F","NADH pyrophosphatase NudC, Nudix superfamily","","",""
"Adhesive cells","RplL",-0.712220088163358,0.00277801306648243,0.0288395609310365,"COG0222","J","Ribosomal protein L7/L12","Ribosome 50S subunit","","1CTF"
"Adhesive cells","PotB",-0.709727837936365,0.00743208233731314,0.052465182961754,"COG1176","E","ABC-type spermidine/putrescine transport system, permease component I","","",""
"Adhesive cells","PurK",-0.706868500370649,0.0401422363271483,0.143728452328882,"COG0026","F","Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)","Purine biosynthesis","","1B6R"
"Adhesive cells","Pgi",-0.701555944596377,0.0457916620170286,0.15543890467144,"COG0166","G","Glucose-6-phosphate isomerase","Glycolysis","","1B0Z"
"Adhesive cells","AlaS",-0.700379449433443,0.00688508652793978,0.0498156260550937,"COG0013","J","Alanyl-tRNA synthetase","Aminoacyl-tRNA synthetases","","2ZZE"
"Adhesive cells","RplK",-0.699082752385555,0.00248808937447228,0.0272896010717461,"COG0080","J","Ribosomal protein L11","Ribosome 50S subunit","","2.00E+34"
"Adhesive cells","PilM",-0.697751767832544,0.0436147115144874,0.150597478643468,"COG4972","NW","Type IV pilus assembly protein, ATPase PilM","","","2YCH"
"Adhesive cells","RpsT",-0.694921858581869,0.00751461390374218,0.0524850103277346,"COG0268","J","Ribosomal protein S20","Ribosome 30S subunit","","4V4H"
"Adhesive cells","AbiF",-0.692368877316449,0.0483005953875945,0.160311976119778,"COG4823","V","Abortive infection bacteriophage resistance protein","","",""
"Adhesive cells","GpsA",-0.686980562981969,0.0337622574119669,0.129061938296934,"COG0240","C","Glycerol-3-phosphate dehydrogenase","Isoprenoid biosynthesis","","1EVY"
"Adhesive cells","PotA",-0.681028948523502,0.0145764126708845,0.0771066727844302,"COG3842","E","ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component","","","1Z47"
"Adhesive cells","PilV",-0.680272207234328,0.0485377935850238,0.160843940390309,"COG4967","NW","Type IV pilus assembly protein PilV","","",""
"Adhesive cells","RpsS",-0.677216594900959,0.0202701763187769,0.0946092381307199,"COG0185","J","Ribosomal protein S19","Ribosome 30S subunit","","4V4H"
"Adhesive cells","RsmB",-0.673887391777439,0.0357986726480491,0.134148789439195,"COG0144","J","16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family","16S rRNA modification","","2FRX"
"Adhesive cells","TrpA",-0.670637817422436,0.0390719020463661,0.140860943411985,"COG0159","E","Tryptophan synthase alpha chain","Aromatic amino acid biosynthesis","","6HUL"
"Adhesive cells","GlmU",-0.669614305005985,0.0293750391419657,0.118577619393533,"COG1207","M","Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase","","","3FWW"
"Adhesive cells","SfcA",-0.666746810265486,0.0330284720172453,0.127421651269483,"COG0281","C","Malic enzyme","Urea cycle","","1DO8"
"Adhesive cells","DacC",-0.666026952011275,0.0424782589040433,0.150018651020728,"COG1686","M","D-alanyl-D-alanine carboxypeptidase","","","1HD8"
"Adhesive cells","FhuE",-0.665790012445879,0.0290284668096801,0.117861211842798,"COG4773","P","Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid","","","3EFM"
"Adhesive cells","RecA",-0.665281170391626,0.0273730861675986,0.112671502315844,"COG0468","L","RecA/RadA recombinase","","","1B22"
